user_name,score,content
Isnaa Khairaaqilla,4,"bagus sih, cuma pas tes dari cara mendengar, selalu nge lag, suara nya gk muncul, jadi bingung dia ngomong apa, jadinya asal jawab, dan bunyi suaranya kalau keluar dari aplikasi nya."
Yuni Rachmawati,5,aku dapat menjelajahi bahasa inggris
Refalina Karnabi,5,sangat membantu sekali
tia lann,5,baguss
YPAI AT TAQWA,5,bagus
Khaylaa Wlee23,5,"dari awal aku cuma mau belajar bahasa Inggris tpi aku liat temenku belajar bahasa Mandarin di duolingo super amat seru aku lngsung ikuttt, the best duolingooo"
Aminah,5,"Duolingo aplikasi yang sangat bagus, kosakata mudah di pahami dan belajar terasa mudah. download Duolingo aja yah untuk belajar bahasa asing. beneran aplikasi yg sangat bagusssss...."
Pamingit Haryo Pikatan,5,seru dan 😎👍
Risa Turnip,5,aku suka banget duolingo ngajarin aku main catur.dari awalnya aku gak tau apa² tentang catur jadi paham
Adinda Farah Salsabila Effendy,1,"aneh, sering bgt nge bug apk nya, pdhl udah aku uninstall tapi widget nya tetep ada di layar utama ku, bikin hp ku rusak saja, tolong diperbaiki bug seperti ini."
kim ket,5,bagus bgt😍
Kamilah Raziq,5,menyenangkan dengan animasi lucu
Alisha Wilda,5,"Duolingo sangat bagus sekali, aplagi untuk pemula seperti ku."
vina Inna,5,Sangat bagus untuk belajar bahasa
Azka Fredy,5,Lumayan buat latihan bhs Inggris 😀
Felicia Ivana,5,aku sukaa
Lia azizah,5,berguna
AMIRA Ainun,5,game nya seru dan juga mengajari anak bahasa Inggris ♥️
Abell Imut,4,aku memang mau belajar dan latihan untuk dapat nilai seratus
Ashya rizz,5,i luv duo!
Teguh Teguh,1,"bug bejibun, Jawaban salah seharusnya benar, Jawaban tidak sesuai dengan soal, halaman stuck tidak bisa dilanjutkan,"
Inna Idris,5,seru terus bisa lancar bahasa Inggris insya allah semoga lebih seru
cesar zulfikar,5,"aplikasi sangat bagus, dan saya suka lama lama saya bisa belajar bahasa inggris dengan mudah"
Febri Seri,5,gampang dimengerti
Fatimah Izkiyah,5,"bagus dan bermanfaat untuk kami!, lain kali kurangi........ iklan"
Muhammad Al Azam,5,sangat bagus bisa belajar bahasa yang aku inginkan
Alwan Sandi firdaus,5,bagus
Waradanis,5,sangat seru
ayu romeesa,5,duolingo membuat aku manjadi lebih pintar
Irham Hayati,5,seru ada ceritanya
Panggilsaya Alex,2,kurang menarik
Dewi Ayu Larasati,5,sukak
Abdul Fatah,5,aku suka
Aris Aditya,5,bisa buat belajar bisa belajar banyak hal seperti catur lagu matematika dan bahasa seru banget
Caitlyn Tan,4,gak bisa buat main lagi KLO udh main 1 kali KLO mau main 2 kali lagi itu gak bisa mesti bayar 😭.Tapi sih bagus ya aplikasinya . Tapi pelajaran nya diulang ulang terus sampai 6 kali sih🥲. Tapi gpp lah aplikasinya juga bagus juga gak jelek -jelek banget sih 😁.Untung gak bayar sih 🥰
Ara Emojicat,5,Bagus! pengetahuan bahasa inggris ku jadi makin banyak!
eyganth maygananta,5,Ini sangat membantu untuk bahasa inggris yang susah
Sapa Yuki,4,bagus banget tapi kalo soal iklan yg sering muncul tiba-tiba itu annoying
amanda natasya 9G,5,apk duolingo ini nge bantu aku bangetttt🥹🫶🏻🫶🏻
Santi Tya,5,sangat bagusss
Irfan Maulana,5,"bagus sekali, metode pembelajarannya sangat efektif"
syaqilla santoso84,5,aku suka bgt doain aku biar sukses yaaa Duolingo.
Zis Zusss,5,"keren banget aplikasinya, bikin kita pelan pelan paham bahasa Inggris"
Olivia,5,"bisa bantu belajarrrr, apk nya seru jugaaaaa 🤭🤭🤭🤭"
Qisti NurulFadilah,5,ini sangat seru untuk meluangkan waktu
Rahmat Fauzi,5,sangat bagus
Anggitalia Astuti,5,bagus untuk belajar
Semesta Dini,5,Aku suka karna bisa melatih otak ku
Mahira 6617,5,pokoknya hebatt banget aku jadi bisa ngomong bahasa Inggris
Iyan Dermawan,5,aku suka banget
Iwan Lesmana,5,aplikasi nya seru dan mudah jadi aku kasih bintang 🌟 lima
Kholifaa,5,hmm aku bisa bahasa spanyol gara gara apk ini
Orlando Surbakti,5,🫵😸👍
Gunawan Setiawan,5,ok
Anisa Dona,5,"seru, bisa belajar, seru seruan,ya begitulah, duolingo seru,,, cuma pas belajar misalnya yaaa ""goodbye"" aku coba ngomong goodbye itu katanya salah gimana yaa"
Annasya Merona,5,karena cocok buat anak-anak yang masih dini:3
Assya Enda,5,inti nya uwaw
Kharisma Chandra,5,seru dan bagus tidak bikin radiasi
Darli Herĺon,4,game ini sangat bermanfaat dan bikin pandai bahasa inggris🙂🙃
Khansa Shidqiya,5,gamenya seru biasanya aku malas belajar tetapi setelah belajar dengan duolingo aku jadi semakin semangat untuk belajar....
Nasihuy Alex_amin,5,bagus.
Charli Lera,5,good
Dona Ade dinda,4,keren banget
Des,4,aplikasi yang bagus untuk belajar secara pelan-pelan sehingga tidak lupa kosa katanya... menarik
Pradifta Willy,5,"ini belajarnya seru banget,bintang lima"
AlFazza Chanel,5,aku main catur seru sekali jika mau melawan ku nama ku Dzaki_chan!?
Rere Sutejo,5,"seru banget untuk belajar Bahasa jadi aku kasih bintang 5 deh semangat terus ya Duolingo aku belajar bahasa Jepang dan itu seru banget walau terbatas energi nya huhu.. tapi bagus kok aku suka,,, 😁🙏🏻"
Aqila Salma,4,"seru banget,cuman kadang aku bener tapi agak disalahin,tapi seru kok,lumayan sih agak banyak iklan,yuyur endyul bgt mainnya ✌✌👅"
Eudora Nandita,5,duolingo menyenangkan
Clarissa Keana,5,bagus bgt buat belajar kalo belum bisa bahasa Inggris jadi aku kasih rating binatang lima aja
Pratiwi Putri,5,bagus
Ismail Haroen,5,keren
Bang Abil,5,suka banget
Dian To,5,oke👌
ab soehaimi,5,karna sya gk bisa bhs inggris jadi bisa bahasa inggris suka bgttt dehhhh🥰✌💋💖💝
Alfan Nur,5,sangat bagus untuk belajar saat hari libur
Paan Pratama,5,"sangat membantu dalam proses belajar, sangat bagus dan menambah ilmu"
Nindy Nadya Alifya,5,aplikasi nya bagus dan aku bisa belajar semua keseruan disini
Lisna Randian,5,bagus aplikasi nya jadi mudah belajar bahasa
Nohan Alfasa,5,aku sangat suka duolingo bisa belajar bahasa dan jika ada yg salah maka akan dijawab ulang lagi semoga duolingo ini bisa lebih maju kedepannya
Natasya Dwi Anggita,5,"bagus banget, bahasa Korea ku lebih meningkat dan matematika ku semakin bagus"
Indri Asmin,5,bagus banget buat belajar bahasa
Badut Dut,5,sempurna
Juriyah Putri01,5,"aplikasi ini sangat"" berguna untuk kita yng ingin belajar berbagai bahasa aku sangat menyukai aplikasi Duolingo ini saya rating 10/10"
Ima Purnamasari,5,sangat membantu untuk belajar
teza imupp,5,membantu aku menghafal bahasa lain!😍
Siti Khadijah,5,membantu meningkatkan kosa kata dalam bahasa Inggris dan cara pengucapan
SHAHEEN BUSSAINA LUTFIAN,5,"BAGUSSS , tapi minesnya batre cepet abiss"
Novita,5,"sebenarnya aku belajar bahasa inggris agar aku bisa berbicara dengan orang luar negri dengan mudah , dan mendapatkan pekerjaan yang memang membutuhkan seseorang yang bisa berbahasa Inggris . thank you , duolingo"
Aditya Pratama,4,ya lumayan
Amara Alicia,5,mantap
sartika brutu,5,permainan ini sangat gampang. dan seru
demas agella,5,apk yang bagus
ana hidayati,5,seru sekarang aku bisa bahasa inggris makasih buat Duolingo
Cal Vin,5,mantap
Afan Bocil,5,"aplikasi ini sangat baik dan bisa membantu saya belajar, pokoknya recommended lah"
Fat Ati,4,bisa gaa untuk permainan catur nya lawan tanding kita aja yg tentuin biar bisa Mabar sama teman
Alfan Siddiq,5,aplikasi yg bagus.
Dorce Rassa,5,aplikasi ini cocok banget buat aku karna masih pemula dalam bahasa Inggris jadi sekalian libur sekalian belajar Inggris supaya pelajar keras siapa tau bisa memuaskan
Adiyasin maulana,5,belajar sambil bermain game itu sangat seru aplikasi nya keren terimakasih
Kardi Sukardi,5,aku suka belajar bahasa inggris didualingo bagus banget
Hizkia Simanjuntak,5,Menurut saya Duolingo ini sangat cocok yang ingin mengembangkan skill bahasa Inggris atau bahasa yang lain. Saya saranin untuk pakai Duolingo bagus pokoknya ya walaupun saya belum terlalu jago😅😅
Hgsfhji Fdjjddyu,5,sangat membantu untuk belajar
KSM Berber,5,membantu kita belajar bahasa bagus banget aplikasi ini
Chelsea,5,"bagusss,dan seruu jugaa,dann bisaa utkk belajarrrr jadii bundaa kita enggak marah kaloo kitaa main hp terusss😘😘😘"
Angga Priyogo,5,"makasih Duolingo, aku bisa belajar bahasa deh jadinya"
Sabillah Harum,5,seruu bangettt
Rian Fauzi,5,good teacher 😆
Flora Angelica,5,keren
Erci Ngecemes,5,bisa belajar bahasa asing dan sangat seru sekali memainkanya
Tarweti Tarweti,5,belajar nya seru dan gak gampang bosan sama materi belajar nya👍🏻🤩
novela dewi,5,bagus bangeettt bisa belajar bahasa inggris dari awal
RESNA WATI,5,bagus buat anak yang ingin belajar bahasa Inggris
Anin Dia,5,bagus aj sih :v
Gavrila,5,Saya bisa belajar bahasa Jepang di Duolingo dan dengan cara yang sangat menyenangkan!
Maulana Niagara,5,bagus
Ubaidillah Raden,5,sangat keren
Ade Nuri,5,MANTAP
Desty Sihombing,5,seru
Novi Purba,5,karena bisa bikin pengetahuan belajar bahasa Inggris mulai lancar dan Duolingo bagus untuk pelajaran
nurul zahra,5,"overall,aku suka sih belajar di Duolingo apk nya bagus belajar tapi kaya main jadi seru ga ngebosenin👍🏻"
Nurul Qotima,4,"perlu menyediakan hsk untuk bhs china, tapi ini sangat memuaskan"
srbj yusuf,5,"seru, gak lag juga , terus asik"
Adha Shakeel,5,AKU SANGAT SUKA GAME INI
Akbar Prasetio,5,aplikasi nya terlalu bagus dan tolong aku mau laporan ada yang bilang duolinggo bohong dadahhh
Torik Hitam,4,duolinggo membantu ku belajar. Tapi aku kesusahan mendapat permata
Mintarsih Mintarih,5,design ui ux nya gokil bikin semangat
Afika Salsabila,5,aplikasi nya bagus buat belajar berbagai macam bahasa negara
Hanggara Kurniawan,5,haii duolingo saya suka bahasa inggris berkat ini saya bisa bahasa inggris!😄
Octa Safitri,4,bagus banget aku jadi bisa bahasa inggris tapi ko cuma ada beberapa aja ya katanya bisa 40 bahasa tapi di aku cuma dikit dan ada untuk belajar matematika lagi jadi aku kasih bintang 🌟🌟🌟🌟
charles Steven,5,good
Asaryhasim,5,sangat cocok dan bermanfaat bagi anda yang mau belajar bahasa
For All,5,uhh bagusss
Ayu Maida,5,"bagus banget,dan cocok kalo traveling ke luar negeri jadi bisa belajar dengan menyanangkan"
sani julian,5,membantuuuu bangettt aplikasi inii ! ˃ 𖥦 ˂
zidan edo,5,aku bisa belajar bahasa negara lain selain indonesia dengan gratis
Aqila Ichtiar,5,sangat membantu ku untuk belajar math dan bahasa asing
Fifi Januarti,5,bagus buat belajar
Piayu Batam,5,Lucu banget trs banyak warna nya jadi malah kayk main game tapi sambil belajar
Yeni Fatmawati,4,"aplikasinya bagus, cocok untuk pemula dan yang sudah bisa Inggris sedikit sedikit."
Nazwa,5,Sangat berguna banget 🤓👍tapi ada minusnya minusnya adalah harus di jaga runtuhanmu aduh duoolinggo tolong dong bantu aku gimana cara mengembalikan runtuhanku kembali lagi aku sangayt menginginkan runmtuhanku kembali aku udah 68 hari tapi aku lupa waktu itu gak belajar dan gak di isi pembeku runtuhannya plis duoolingo tolong bantu aku ini nama akunku Boboiboy yang warna biru 😮‍💨
Maryam,5,"seru banget, ga ada kekurangan, bisa belajar sambil bermain!!?"
Chelsea Gracia,5,membantu memperlancar bahasa Inggris
MuhammadAkmal Ramadhan,5,aplikasi yang sangat membantu belajar bahasa
Shafwa faiz Setiawan,5,gokil pokoknya
Anang Iskandar,5,aplikasi sangat bagus untuk belajar. sangat seru dan bagus aplikasi nya aku senang dengan duolingo
Vivit Resniawati,5,i love this aplikasi💓💓
Dede Alfian,5,dengan duolingo aku bisa berbicara kepada orang lain
Abila Rezfan azkadhina,5,bagus banget cocok buat yg lg butuh belajar bahasa lain seru pokokny kita bisa chatan juga
Hani,5,"bagus banget, apalagi aplikasi nya gratis , semoga ga premium yaaaa"
dinar kontruksi,5,"saya suka dualingo saya bisa, belajar kapanpun dan duolingo aplikasi yang membuat kita dapat belajar negara lain 🤗"
Adi Mita,5,enak untuk belajar
zaky kasyafa,5,bisah mengasah otak
M. Syuhada',5,ok
Yhu shimizu,5,sangat membantu saya dalam belajar bahasa asing
deni paras,1,"ada ngawurnya juga ini app. saya belajar bahasa jepang. masa kata ""PERGI"" di terjemahkan bahasa jepang jadi ""KONSAATO (コンサート)?"" salah terjemahan."
Muhammad Fatih zaki,5,sangat seru
Ghazy Wahyudi,5,ini aplikasi ngebantu banget asli
Teri teriko,5,mantap bang
Airin Belvania,5,baguss
Ridho Roma,5,"banyak"" in token gratis"
Wening Haqqi,5,bagus aplikasi nya mendukung banget buat belajar bahasa inggris untuk pemula
Alesha Sakila zahra,4,seru
Rokayah,5,sangat cocok untuk yg susah belajar bahasa Inggris
Shakilla Ayu,5,baguusss lah pokoknyaa
Karisma Sihombing,5,so good
Aulina Chelsi shrina,5,membantu
Dapin Bagus A,5,apk bagus bngt sangat mudah di pahami minim iklan juga sangat rekomendasi untuk belajar bahasa
Lalatina,5,"kepada admin Duolingo yang terhormat, ada bug ketika aku mencet pelajaran nya itu ngestuck di loading pas mau masuk pelajaranya, tolong segera di perbaiki karena saya mau melanjutkan pelajaran saya. dan terima kasih sudah menyediakan apliaksi belajar bahasa dengan gratis. sekali lagi terima kasih. alhamdulillah masalahnya sudah terselesaikan dan sudah bisa melanjutkan pelajaran."
Faiz,5,duolingo juga bagus bahasa
Evi Nova,3,sangat membantu belajar bahasa yang kita inginkan
Tirza Geovani,5,bagus karna aku gak bisa bhs Ingris
Panji Ndayu,5,bikin bisa menjadi bahansa inggris
Yusuf Baim,5,mengajar kan semua bahasa
Windu Gigih Putra Dwijaya,5,bagus
yuki taka,3,gabisa belajar di sini soalnya terbatas bgt 25 energi itu sedikit bahkan 2 hari pun gabisa
mega aprila,5,very good very nice
Rinaya Irvana,5,bisaa membantu buat belajar bahasa² asing dan juga bisa mendapatkan teman ngobrol
Ivan Zakaria,5,belajar sangat seru
Arel Saputra,5,mudah di pahami
Putri julia puspita,5,"belajar bahasa dengan menggunakan aplikasi ini jadi menyenangkan dan mudah paham, terimakasih duolingo 😇"
Kholis,5,bagus buat belajar
Abu Faqih,5,sejauh ini aplikasi nya sangat berguna. apa lagi untuk yang benar benar baru ingin belajar dari nol
Azril Sarifah,5,membantu utk kalian yg pengen bisa belajar bahasa asing
Irma Sri wahyuni,1,"jawaban sudah benar tapi malah salah, stress"
Amrantasi Aglis,5,bagus untuk belajar sukakkkkk😆😆😆😆😆
David Christian,5,bagus sekali
Taqwim Mujjahid,5,Baguss
Hafiz Alghifary,5,saya sangat suka dengan aplikasi ini. saya pun bisa berbicara bahasa asing 😆
Arrjunn Akustik,5,aplikasi ini sangat membantu untuk memperluas bahasa
Suwartinah Suwartinah,5,good
Lielie Ami,5,bagus banget
nizham maulana Ibrahim,5,kerja bagus
Amira putri Manurung,5,"duolingo sangat membantu aku dalam berbahasa Jepang dan Inggris, terus tingkatkan aplikasinya ya❤"
MUKJIZAT AJI ASSABANI,5,"sangat membantu dalam belajar bahasa, pembelaharan seru dan interaktif"
Felix Taylor,5,kalo bisa gratis terus wkwk
Dea Amelia,4,"aku suka bgt bljr di apk ini. tapi pas pljrn bhs inggris di bagian 2 aku agak gak suka sama cerita nya ke hal lgbt 'cwe sesama cwe' jadi, aku suka ngulang lagi di bagian 1 karena malas ngelanjutin nya.."
mhd bibie,5,ini begitu membantu belajar bahasa lain
Mohammad Rojali,5,mantap mengingat kosa kata
Irene regina Syahda,1,You have alot collab with ai
nia kedua240,5,baguss
cifet Mandiri,5,sagattt seruuu sekaliii
Ihdal Iid,5,skill bahasa inggris ku meningkat
Jihan amiiraa,5,bagus
Net dle,5,"This app really help me a lot to learning a Japanese language, arigatou!"
MUHAMAD FAUZAN,5,bagus sekali
Hendrie Ciputra,5,keren
Aldan Hawari,1,aplikasi ini dapat membantu saya untuk belajar bahasa Inggris lebih dalam🔥🔥
Sumarsono Marson,5,sangat2 Bagus
Hellen,5,adain fitur chat sama temen please biar bisa saling belajar satu sama lain
Darwan,5,aku sangat suka Duolingo
Evril_the chanel,5,bermanfaat bgt!!!! i love you duolingo
Stella Dita,5,aku suka banget aku bisa bhs Inggris dari siniii
Latifatul apriana,5,"bagus sekalii ak suka, 😘😘😘🥰😚"
Lavigne Cute,5,"aku suka pelajaran ini, dan cepat untuk bisa memahami pelajaran ini, tidak terlalu susah juga, dengan ini aku bisa belajar lebih semangat,"
Najwa Aiko Lavanya Agustin,5,b aja si tpi bikn ak pinter
Nahdi Imtiyasi,5,sangat membantu saya main catur
Novita Aisyah,5,bagus banget suka deh sama aplikasi nya
Vera Queen,5,sangat. seru. belajar. duolingo
Bayu Samudra,5,sangat mudah untuk dipelajari
Sila Naysila,5,bagus sih kalo buat belajar seruu
Al Zufarino,5,bagus
Hasni Asiha,5,mantap
Nizarr,3,"saya ga bisa lanjutkan, tidak ramah bintang 3😔"
Hadid Tarus,1,GK jelas lagi tanding catur sama pemain lain malah tiba tiba koneksi putus padahal koneksi bagus² aja dan yg bikin kesel malah di bikin kalah dan elo ku berkurang gimana sih kalo koneksi terputus GK Usah di bikin kalah😡😡
Hotma Wati,5,"He's the one who made me able to speak English, I'm Indonesian."
Naffisa aura,5,ini sangat bagus menurut ku untuk belajar bahasa asing
Intan Nursipah,5,bagus banget aku suka sya jadi bisa bahasa inggris
Lina Purnomo,5,aku mulai bisa bahasa inggris
Adista Salim,5,seru bisa belajar bahasa²lainnya
Mas Udha,5,ini sangat berguna untuk saya yang sedikit lebih bisa bahasa inggris dan berguna untuk orang yang ingin belajar bahasa apapun
Febby Ola,5,"sangat membantu untuk belajar b, Inggris"
Dimas maulana firmanyah dimas msf,5,Apk yang sangat bermanfaat buat belajar
ALWI,5,karna duolingo gua juara satu lomba bahasa inggris
Yusuf Abdul ghani,5,mantap
meysiva,5,"suka bgt, bermanfaat"
Puji Romadhon,5,applikasi terbagus buat belajar
Ita,5,bagus bisa belajar banyak
Mahsya Nurul,5,"bagus, untuk yang mau belajar bahasa negara"
Nizam Asyhary,5,bagus banget sekarang aku mulai bisa bahasa spanyol for favor
Kenzie Ochin,5,aku suka
Pristi Wagi,4,ini aplikasinya bagus bisa belajar bahasa baru tapi tolong dong tutorin cara bisa mode catur soalnya katanya di aplikasi ini ada catur nya tolong ya 😄
Mazaya Azzahra,5,sangat bagus untuk menambah pelajaran di rumah
Muhammad Arshan,2,gak bisa buat profil pake akun gogle
Semarang 2026,5,"asik, kita bisa belajar, dan sebaiknya mencuba super duolingo"
Hanny Han,5,aplikasi sangat berguna! saya jadi bisa bahasa Inggris
Enu Saputra,5,aku jadi bisa bahasa korea!!
Fauzi Fans,5,duolingo adalah aplikasi yang sangat bagus untuk orang orang yang ingin belajar
iskaa,5,bagus
Anisa Kartika Sari,5,bagus
Lida Lida,5,Saya sangat suka duolingo ini karena saya langsung bisa belajar bahasa dari saya enggak bisa bahasa Inggris dan Jepang sekarang saya udah bisa mengucapkannya duolingo memang hebat ayo teman-teman kita belajar pakai duolingo tadi nggak bisa bahasa sekarang jadi bisa tapi lain kali please dong jangan online offline aja
Arshaka Prasetyo,5,jadi hafal bahasa
Mikaila Ramadhani,5,"saya suka belajar bahasa, saya sangat menyukai nya😄😄😄❤❤❤"
sri Harmini,5,"Karena aplikasi ini, anak saya dapat belajar bahasa yang ia inginkan!"
Redmi nih Boss,5,aplikasi ini membantuku belajar bahasa Inggris nilai ku yang asalnya 69 sekarang jadi 96
sitaardanaars,3,kurang enak kalo pake energi lagi enak enak belajar energi habis mending pake hati kaya dlu
hana yess,5,sangat menarik
Khansa oktorika,5,aku jadi tau banyak tentang bahasa inggris
Nor Hafizah,5,sangat berguna dan membantu
Siti Ropiah,5,membantu banget buat yang baru belajar bahasa Inggris
Gabriella Mofu,5,"aku jadi bisa bahasa Inggris dan seru, kalo kita salah nmereka memberitahu dengan lembut"
Rizal Games,5,menurut ku bagus karena mengajarkan bahasa Inggris tapi kurang karena tidak dari dasar
Zarina salsabila,5,bagus banget buat belajar bahasa bahasa yang pengen di pelajari
Iz Pw iz01_2,5,seruu
Alvin,5,tolong balikin Duolingo yg kaya dlu min sekarang pke energi itu pun dpt nya sedikit klo dlu pke hati enk klo gk salah gk bakal berkurang 🙂
Fahmi Nauval,5,membantu sekali dan saya suka sekali
Syifa Makfirah,5,"sangat membantu saya dalam belajar, dan mengingat kalimat kalimat dalam bahasa Inggris"
Tika Baturaja,5,sangat membantu belajar bahasa untuk pemula
Ali Arifin,5,bagus untuk anak belajar
Faqih Ahsanul Azmi,5,keren
Ame Kezidayes,1,"ini memang banyak bug nya? bikin tidak semangat. sebelum nya saya belajar lalu energinya habis abis itu saya isi lagi, eh malah ga nambah saya coba lagi masih ga nambah gitu aja terus sampai jadi min(habis). lalu saya uninstall dan sekarang mau coba download lagi, masih sama aja mau login akun aja AMPUNN SUSAHNYA 😭 saya sampai pencet terus tapi sama aja tetep bug padahal internet udah bagus.... gimana nih niatnya mau belajar malah banya bug 🫠"
Muhammad Eno Satrio,1,aplikasi nya bagus bgt bro cuma yg saya sayangkan disini aplikasi agak belok atau istilahnya ada unsur LGBT
Najwa Ramadani,5,bagus banget aku jadi pintar bahasa di sekolah makasih duolingo
Siti Rumiyati,5,sangat seru... membantu belajar dengan mudah... sukses selalu DUOLINGO
Aditya Muhti,5,apk nya Bagus
Asma Riani,5,belar nya seru banget karna bersama Duolingo
Devasya Sadewa,5,Seru Dan Bikin Semangat belajar 📚✏
Deni Haryanto,5,bagus game jadi tau bahasa inggris dan ada banyak basa lainnya pokoknya bagus banget
inara Khansarafani,5,aku suka soalnya bisa banyak belajar bahasa dari Duolingo
Sherina Kasanova,5,Sangat sukaa
FAHRI,5,Sangat membantu
Alex Mau,5,sangat menarik untuk dikunjungi dan belajar bersama
Ida Lestari,5,game nya bagus dan ramah untuk anak anak yang belum ngerti tentang bahasa luar
Husnul Khatimah,5,bagus banget untuk pemula seperti saya
Maureen,5,Bagus untuk belajar
Redi Mariyanto,5,seru bgt karakter nya bagus bagus
hafizah ayu,5,aku suka aplikasi ini karena bahasa Inggris ku mulai lancar lop yuu Duolingo 🙌🏻🙌🏻🙌🏻
aqiela Humaira,5,sangat seru tapi aku belum bisa memakai aplikasinya
Syamil Minabi,4,bagus cepat mengerti
Abid AAP,5,mudah banget
Apikawzz imupp,5,bisa membantu saya belajar setiap bahasa
Erik Priyono,5,mantap
Rafka Almusafak,5,Cocok untuk belajar bahasa semangat Duolingo
Muhamad Darrel Adeyoso,5,"permainan ini seru dan kita bisa sambil belajar beberapa negara seperti Inggris dan lain-lainnya , pokonya kalian harus coba in pasti ketagihan mainnya . selemat mencoba 🤗🤗"
Izhna,5,aku suka banget sama catur nya mana lagi banyak bahasa Indonesia pun ada pokoknya gak ada yang bisa melewatinya dengan langsung
F Zzzz,5,bagus untuk pertama kali belajar bahasa luar
Oktavia Kusyono,5,membantu
zipp noloseè,5,mantap
Budiman Budi,5,sangat suka
Kikiyeyey,5,aplikasi ini bikin aku jadi pintar!
Udin Dzaka,5,aplikasi nya membantu ku dalam belajar bahasa inggris
Dwi Rahmawati,4,sangat mambantu suka dehg
Flossie Cygurfski,1,Aplikasi keluar sendiri saat lagi belajar. Baterai jadinya hilang sia sia. Runtutanku hangus karena ini. Tolong diperbaiki bug ini.
Giska Adara,3,ih padahal aku tinggal 3 hari doang kocak 😭 mana udah 36 hari 😭😭😭😭😭
Aduh omale,5,seru bngt
Acil Abar,5,aku bisa belajar dan guru nya seru
Flo Lingga,5,gem ini bagus untuk belajar bahasa luar yang seperti baha chaina inggris dan banyak lain lain nya
Asifah Lukman,4,BAGUSS BGT TP ADAIN BAHASA THAILAND DONGGG 😣😣😣🙏🏻🙏🏻🙏🏻
Hanif,5,BAGUS BANGET UNTUK PEMULA SEPERTI SAYA UNTUK BELAJAR BAHASA
Aulia Cantik,5,i like it
Dila Iwan,5,bgus jdi pintar bahasa Inggris makasii Duolingo! 🤍🔥
Saidah 08,5,bagus sekali
Sinarto,5,aku suka banget game ini!!kapan kapan update yahh☺️☺️
Khoerun Nupus,4,"Duolingo cocok untuk belajar bahasa dan bisa belajar berbagai bahasa, ini cocok untuk kita belajar bahasa apa saja!!"
Ida Wati,5,seru aku jadi bisa bahasa inggris makasih ya duolingo
Ashilah Mazaya,5,nilai b ingg ku meningkat pesatt!!!!
Marufah Laila,5,"bagus,dan seru sekali, kalau belajar ngga bosen, terimakasih"
Vina Rahmawati,5,sukaa lucuuu bgt
Hiron Huby,5,🩷🩷🩷🩷
Rasyid Maulana,5,"mantab, ramah untuk pemula"
Naura Kristin,5,sangat membantu
Jelita Haffara,5,"aplikasi ini bagus banget untuk anak"" sama kayak aku."
Nur Pratiwi,5,aplikasinya bagussss banget di Duolingo ini aku bisa belajar banyak bahasa Inggris terimaksih kak yg udah nyiptain Duolingo ini😍💯
anisa aplina,5,aku sayang banget duolingo dia baik walaupun cuman aplikasi
Anii Sumarni,5,sangat bermanfaat untuk saya yang baru belajar bahasa inggris.terimakasih
Marthafina Yakarimilena,5,Baik sekali buat anak saya belajar😊😊
Valencia Angelica,5,I love Duolingo💚
Ayaz Guitaro,5,Karena bisa jadi pintar dan soal nya mudah
nizar ali,5,aplikasinya udah bagus tapi herannya update Mulu dah tapi ya sama aja kadang aplikasinya bug...
Adina Zia,5,L̴̢̥̞͚̫̠̰̳͍̹͎̠̲̺̳͛̾͌̆́̂̒͗̓͝ͅO̸̙͙̺̰͚͎̙͔̦͇͗̒̋͛̄͐̓̽̄͛́͂̀̑̕ͅͅͅV̶̨̹̞͔͑̅͂͐Ě̵̢̧̛̦̼̜̲͕͕͍̤̙͉͓́̅͒̽̍̐͋͜͝ I̸̡̛̳͌̉͋͐͒̍T̶̢̧̨̝̺̺̿̑͆̀͋̎̅̓͘̕͝
Raisyaaa saall,5,"keren bgt bisa bantu kita buat memahami musik, matematika, bhs Inggris dan lain lainnya kerennn bgtttt"
Marcel Pkp01,5,bagusss banget saya ketagihan
Levina Setiawan,5,enak bgt aku jadi paham bahasa Inggris tpi yg ga aku suka tuh pas lagi mau naik api malah iklan btw seruu
Wanda Firman,5,mudah di mengerti
thalita putri,5,suka bangettt
Made Tyasa,5,sangat membantu buat saya yang baru belajar bahasa Inggris. terutama dalam pengucapan nya.
Risti Nurcahya,5,dolingo ini sungguh guh membantu misal nya pelajaran inggris aku belajar bahasa inggris di dolingo ini
Mustanir,3,"mudah sekali pembelajarannya, dan menyenangkan"
Sri Sulas,5,bagusss
Afnah Samsung,4,ini membantu kualitas berpikir anak aku suka❤🩷
Rusita Catur17,5,membantu banget
Bondy Tan,5,aku jadi tau cara belajar bahasa Perancis
Kevin Lazuardi,5,pelajaran catur dan bahasa Inggris paling seru!
Seli Mali Marselina,5,bagus buat aku untuk belajar di rumah selebihnya untuk menambah wawasan kita
Conceicao beckeng,5,aplikasinya bagus banget buat yang baru pemula.....
Sisillaa Audrey,5,bagusssss
Celsa Nia,5,belajar semua bahasa jadi mudah dari aplikasi duolingo
Budi Pras,5,cocok untuk pembelajaran👍👍
Kyptia Maheswari,5,seruuu
SMP NEGERI 1 PALOPO KELAS 7,5,sangat bermanfaat dan dan membuat masa depanku menjadi cerah karena saya juga ingin menjadi dokter yang bisa berbahasa Inggris 🥳🥰😊🤩😄
