user_name,score,content
Ryan Bima,1,mantap
Atika Apriyanti,5,ko. Tidak bisa di buka aplikasi ini tolong solusi nya
ADT. geming,1,sering crashh
Setyo Rahmanto,1,"Topup dari bank kena biaya, masuk ke dana kena biaya lagi. Apa apaan ini."
tabenk tong,5,SANGAT BAGUS Dan untuk pengamanannya sangat bagus dengan bertransaksi jauh lebih mudah
Wiji Eka,1,"aplikasi tolol, kena penipuan malah gamau tau, dasar, cs nya juga kurang bgt ngeresponnya pokoknya tiati dah pake apk ini, apalagi kalo salah transfer pokoknya ga ngurus in tu apk"
Muhadi Muhadi,5,bagus
Afrima Dewi,4,dana ini memang bagus bisa nabung . bagus bangettt
Jang Sultan,1,ngisi saldo kena potongan mau ternasfer kena admin udah ga ngerti lagi sama apk dana kemungkinan mau di hupus kalo masih gitu kecewa sih apalagi gua sering keluar masuk duit tiap masuk duit kena potongan
Zul Fiadi,1,dalam proses
Dimas Dimas,5,sangat membantu
Wahyu4567 Don,5,ok
jeplin kurawa,4,kenapa dana saya ga ada dana cicil nya yah padahal udah saya update
Azril genZ,5,menyimpan uang digital yg pas
Bagus prayoga,5,sangat puas dengan aplikasi DANA transaksi lebih mudah dan cepat
Mas Ibnu,1,fitur dana cicil ga langsung keluar kecewa
Ardianas,3,apk nya oke tapi dana saya pernah hilang karna saya kaitin dengan gogle play tiba2 banget hilang
Boby Sarumaha,5,bagus dn aman
Rita Setyaningrum,1,yah sayang akun dana gampang dibobol walau dah premium
Bang gacor,5,top markotop.
Wahyu Abyasa,1,parah sekiranya gak mau di pakai gak usah buat aplikasi
Joe Edi Susanto,3,"terlalu lama saat membuat qris, namun selebihnya sudah baik"
Mhd Ryan820,1,cepat perbaiki sistemnya
sahla rizqia utami,5,bagus
Fatimah Redmi,4,oke dan keren
bang nasirin,5,bagus
Sopian Sopian,1,apk ajing. Sistem pegamana tolol. Buat kalian Jagan donlod apk dana. lagi. uang gua 241k. Tingal 1k. Ilang Tampa sebab. Apk ajing.
Syafie Madura,5,sukses
Dwi Wiyatun,5,aplikasi celeng...dibobol saldo danku tanpa persetujuan bisa saldo dipotong... aplikasi celeng
Asdar Suria,5,sangat berguna
Jaka Tarub,2,"Aplikasi di buka, Keluar2 sendiri.."
Sahlan Pratama,1,bisa GK kalo pas mau top up ke akun lain itu logo Qris jangan muncul kayak ko ntol kali pas mau top up ke akun lain selalu di arahkan ke Qris ganggu kali bisa GK di hilangin
Surya Dinata,5,saya tidak memiliki dana cicil
Kharisma Ris,1,"apk pilih kasih.masak pengguna baru langsung ada fitur dana cicil,sedangkan saya pengguna lama,fitur dana cicil nggak ada padahal transaksi saya perbulan mencapai puluhan juta.kecewa sekali saya.apk ini nggak layak"
Kontol Buto,1,"jika sampai nanti malam uang saya yg di makan tiktok gak balik, aku hapus aplikasi dana, dan aku pastikan aplikasi dana gak bakal ada yg pakek lagi,, akan aku sebar luaskan"
Ryo Febrian,5,cuman kurang tidak mempunyai dana cicil
Aditya Ilanunu,1,apk cacat
Ridoardia4 23ardia,5,aplikasi dana ini sangat berguna banget dan bisa transfer nya lebih gampang yang ciptakan aplikasi ini jos jis bagus banget
fadlianto ramli,5,mantap
Bongki gasspol46,1,Gmn gk mao di ketawain negara luar it dongo di suruh pda bkin apk msa saldo 20k kga bsa transaksi 10 ribu
Tania Nia,5,riwayat tf masih tidak bisa di buka
suhaeni 706,5,gud
Idul Mage,5,bagus untuk menyimpan uang
Minecraft,2,karena dana ketarik 18000
Sila Koid,1,sangat buruk
Ansyari Mnc,5,Sangat bagus
Joan dj,1,"apliakasi jelek amat,udah di posisikan wajah ke kamera. malah muncul notig waktu foto habis,gajelas amat"
Boti123 Boti123,2,"aplikasi nya bagus,dan berguna tapi tolong lebih di perbaiki karena ada beberapa dampak yang sering terjadi dari aplikasi ini, seperti eror,uang nya hilang,dll tolong kedepannya di perbaiki lagi"
Rizki Sorkam,1,"GK aman ,sangat mudah diretas,,,jangan mau nyimpan uang disini,kalau GK mau hilang duitnya,,, saya sudah jd korban"
Cahaya Media Tuba,5,transaksi sangat mudah dan cepat kilat
Sinta Aulia,5,mantap bagus cepat
Will Office,1,"bisa² nya saldo saya diambil orang, ga jelas mengatasnamakan customer service dana lagi, masa pihak dana ga menanggapi, dan tidak ada dana protection"
iwan kurniawan,5,cepat akurat
Gita Riskia,5,apk yang sanganat bagus
cRobi Saputra,3,3 bintang dulu karna pitur dana cicil ku blm ada padahal aku dah pake dana bertahun2
He No,5,bagus banget ceritanya
Wina Rti,5,puas sekali
Fir Daus,5,cuman saya blom Ada fitur Dana cicil nya
Farell,3,"aplikasi sudah bagus buat transfer lancar langsung masuk ke tujuan juga bisa tranfer ke bank dan juga ke e-wallet lainnya namun masih ada kurangnya terkadang jika menyimpan banyak uang di dana bisa berkurang sendiri tanpa kita pakai, bukan saya sendiri yang mengalami namun dari keluarga saya teman saya kerabat dekat saya juga sama seperti ini"
Saibah Sasa,2,sangat menyenakan
Habib Sengklek,5,mantaf
Suliati Tati,5,bagus bgt
Siswanto Amel,2,baik
koki kita,4,good
Roh Ana,5,angap apk dsna ni
Han soo Lotte,5,mantul
Indonesia Short Video,5,bagus
Pendi,5,mantep
Munawir Gazali,5,terimakasih banyak atas kerja samanya salam sukses
Eko Prasetyo,5,sangat memuaskan
Renovasi Rumah,5,kok saya tidak ada dana cicil
Siti Marelantitipapan,3,saya keperluan dana cicil
Rudi Anto,1,"aplikasi ini makin tolol, verifikasi wajah selalu gagal."
Ratna Sari,3,Dikasih bintang 3 soalnya uang yang ada di dana berkurang sendiri padahal ga dipake apa apa di transaksi juga ga ada riwayat transaksi Bahkan punya suami saya juga kek gitu tolong bukan masalah nominal tapi pertanggung jawabannya
Opanz 666,1,dana cicil tidak bisa di pakai sama sekali
Nabila Fakria,5,bguss
Budi Gimin,5,Ok
Hafizah Faranisa,2,kak ini untuk proses aktivasi dana cicil knapa sampai 5 hari tidak ada kabarnya
Diyan Tain,5,bagus
Muhammad Ilham,4,"cara masuk dana tanpa otp gimana ya,karna nomor saya sudah tidak ada lagi"
Misni Reza,5,serba mudah dan cepat
Esa Palayukan,3,"sistem sedang Sibuk, maksudnya apa Yah maaf Sebelumnya saya baru selesai Tf dari Brimo Ke Dana di brimo udah sukses, kok masuk di dana nya masih kosong yah Saldo nya, dan saldo yg terkirim pun Bukan Sedikit, mohon Perhatian tindak lanjutnya bagaiaman sekarang kejelasannya🙏"
M Rizki Fauzi M Rizki Fauzi,5,baikkk
Asia Banjarmasin,5,apk dana emang bagus
Andik Wahyudi,5,bagus dan mudah digunakan
hani alamri,5,ok boos
abank rooney,5,dana cicil tadinya ada tp ga tersedia giliran unisntal dan instal lagi malah ilang gmn ceritanya transaksi trz ko beda beda menunya setiap dana gmn ceritanya
Erol Zulbani,5,bagus sekali
Riyan Sariyan,1,sangat membantu
Vicky Adhitya,1,"saya tidak bisa login dengan PIN saya, tolong pihak dana di perbaiki lagi"
Halimah Sakdiah,2,bgus
bagalami bagalami,5,mohon dukungan nya dana instan dan paylater di akun saya tersedia tapi tidak bisa di gunakan
Fajar Anggara,5,wow
hilal angga,4,aneh ada fitur dana cicil tapi tidak bisa digunakan untuk transaksi apapun
Risky ari Pratama,5,sangat membantu
Suanda Anda,5,sangat bgus
Sandi,5,sangat mudah
Abizard Steampunk,4,dana plz gimana cara refund voucher kopi kenangan bales dong min
Muh iqbal iqbal,5,sangat bagus
bang bens,5,good
Eko putranto,1,transfer tidak masuk padahal saldo sudah terpotong
Yutub Centil,5,mantap
oppo A37,5,Dompet opsional
Tolib Mustakim,5,saya sangat puas
Ilham Ilham,1,"APLIKASI GAJELAS,MASA MASUK HARUS KODE OTP TERUS"
Sigit Raihan,5,mantap
Dwi Rohani,5,bagus
Dexa Diky ramadhan,5,goddjob
Heni,1,"jelek mempermudah transaki judol, aplikasi jelek ga bermutu"
Ahmad shofi Ahmad shlfi,1,kenapa setiap hari mau transfer uang kok ada tulisan upgrade ke premium terus ya
zidan,5,dana good job
Desa Koeono,5,bagus banget
Enal Sainal,5,mantap
Cian Di,5,mantap
Yuyu Triana Agustina,5,bagus
Yo Sua,1,aplikasi penipu mempersulit nasabah
Sahrul Nurbagja,5,susah muncul dana cicil
Arie Rama,5,bantu saya ajukan fitur dana cicil. karena saya ingin mencoba menggunakan nya. tolong bantu saya
Ahmad Dhoni,5,tolong munculkan dana pinjam dong masak akun aktif dana pinjam gak ada
didiw aryana,1,"dana lelet bikin emosi, mau ngasih bukti tf an notif transfer nya ga muncul muncul , minimal bnerin lah"
Dadan rohman Rohman,1,tak berguna masa mau masuk susah banget nmr aktip ko ga bisa login
Ani Karnita,2,"makin kesini makin bad banget, masa top up di atas 100K dipotong 1K, top up lagi di waktu yg sama di bawah 100K kena potong lagi 1K,, bayangkan aja kalau top up sampai 10 kali sehari, lama-lama ku hapus juga nih aplikasi"
Azzmy 99,4,mantap
Aldo Watuseke,1,apk Dana sudah tidak aman lagi. saldo hilang sendiri. melakukan transaksi ke rek lain tanpa izin.
Widy Liong,5,mantap
M F f,1,csnya jelek saat menanggapi laporan
Muhammad Devan Alex Sandra,5,sangat bagus baik untuk di gunakan untuk kalangan remaja
Erwin Muhammad,1,fitur dana cicil gak guna sudah bayar semua tagihan lagsung tidak bisa digunakan kembali
Hendra Srl,4,"bintang 4 dulu soal nya udh lama make dana,belum ada dana cicil nya heran,kawan saya baru 2 hri udh ada dana cicil nya batu lh"
Otewe Otw,1,"aplikasi hanya memperkaya diri dan tidak bertanggung jawab, dan tdk melayani dgn baik konsumen yg melaporkan kehilangan saldo"
Reva Istikomah,5,Keren Banget sangat senang sekali
Marnix Winawoda,4,"kenapa saat didaftarkan ke melolo, selalu dikatakan dompet digital tidak valid"
Muchammad Nur,5,mantab terpercaya
Darul Bidayatulhuda,5,"saya puas, tapi ada satu hal yaitu saya sudah premium sudah banyak melakukan transaksi, tapi tidak ada menu dana instan, makasih"
halid amri,1,beli data yang 8gb tapi yang masuk cuma 5gb dana nipu pengguna
Ade Mayani,5,mantap
Homsiyah Homsiyah,5,oke siap
sitti maisyaroh,5,sangat bagus
Muh Adnan.k,5,mantap
sahrul saefudin12,5,bagus ada fitur dana cicil nyaa
Dadan sopian,5,layanan terbaik pokoknya ok banget
herlina ina,5,sangat membantu
Aris Baihaqigazwan,5,ok membantu
Man Nurjaman,1,dana cicilnya gak Muncul
Satria Aris,5,dana instan muter di proses verifikasi 🤣🤣🤣🤣🤣
Ardi Putra,5,god bagus
FOR GOD ¿–?,2,"saya kehilangan uang 100,000 saya padahal saya mau infes ke emas digital saat saya mau buat laporan selalu tidak di tanggapi padahal saya sudah beralih ke premium ini sangat merugikan saya😡😡"
Andi Ruditt,1,biar aku pakai dana sja
Ujang Jono,3,kutrang
HASIS (Rhega),1,kurang aman
Verdi Syamsetiawan,5,baguss
Chana Maru,5,tolong munculkan dana cucil
Ipung Qw,1,ga bisa login eror Mulu
Adrian Agam,5,very good very well
Eko Wiwied mulyadi,5,"saya sudah menggunakan dana lebih dari 3 tahun,to fitur dana instan belum ada di dana saya"
Anakkampung Saja,5,mantap
kiki kurnia,5,bagus
Umar Marup,5,susah klo no sudah ga aktip
Natalis Sugianto,5,👍👍👍👍
Mandala Gaming,1,aplikasi buruk. sudah beberapa kali melakukan transaksi secara otomatis tanpa meminta verifikasi dari saya. dan tidak dapat di refund kembali
Wawan Sudirwan,5,mantap
Biyan Ghava,5,good
Roki Setiawan,5,luar biasa
Rizki Firdana,1,aplikasinya tidak bisa di buka.. bisa di buka tiba2 keluar sendiri.
Ghozi Alfatih543,1,APLIKASI INI MEMBUAT HP SAYA ERROR 3 HARI KARNA MEMBELI PAKET DATA DI APLIKASI INI MUNGKIN ADA BUG YG MENYEBABKAN HP SAYA HIDUP MATI HIDUP MATI DARI APLIKASI INI
Trafalgar Law,5,fiturnya chatlive ke customer serving langsung perlu di adakan
Andi agus Chandra,5,ka nomer yg pake daftar dan hilang saya GK bisa loging tolong di bantu ka
Ariswan Riswan,5,knp saldo dana z belum kembali.
agus mulyana,1,sampah
Muhammad RizqyFarkhi,2,aplikasi ga jelas tf ksana ksini gabisa harus upgrade
Satrio Dinata,1,custamer servise tidak menyenangkan hati saat kita salah tranfer
Anonymous,1,apk gajelas
matercek,1,hati hati. uang di dana slalu ilang. sudah banyak korban..pada maling smua isi nya
anake radija,1,min knpa di dana sy ada tagihan cicilan padahal sy TDK pernah mrasa mengambil cicilan
Mariyo Gomes,5,Belum ada dana cicil punya saya
Alfatih Aqsa,5,apk ya sangat membantu buat transaksi SMA keluarga yg jarak ya jauh
agiit Rangga97,2,"penangananya lama bnget . kirain buka pembekuan akun sementara cepet . ternyqta butuh 3 hari .. trua saya top up buat apah duit yg di dana ga bisa di pakai sama sekali . sedangkan saya butuh bnget make duit ituh 😤😤 Ga lagi"" deh make dana 😡😡"
Riki Samudra,5,memudahkan sebagai transaksi kita
pedro kusando,5,sangat membantu
Dwi Cahyadi,1,itu kenapa maksimal top up cuma 450 rb ??? pelit amat
KUK Kik,5,jos
Khaila Nisa,1,"udah 3 hari mau coba hapus akun dana tetep gagal di suruh ulang mulu terus di suruh coba besok nya lagi tolong dongg gua cuma mau hapus akun kenapa di persulit banget, sistem nya di perbaiki minimal lah"
Gemoy Bae,5,bagus cuman belum keluar dana instan juga dana cicil
nulken datu,3,tolong update nya soalnya punya saya belum ada fitur dana cicil
Yudho Wijoyo,5,tgl 23april2026 update lagi
Irul Sahrul,5,sangat bagus
Alifa Alifa,1,"aplikasi apaan kayak gini ngescan QR kagak Bisa malah burem kalok udah bener, CACAT."
Billy ARH,1,tranfer dari dana ke bank tapi tidak masuk. info kejelasannya.
Hamdani Zakariya,5,oke siap bos
Dimas Mboyekke,5,baik tapi mudah hilang
Ahmad Marzuki,3,kalau login harus pindai wajah dan sidik jarak
Lukman Nulhakim,4,bagus
Syahkira Nur asih,5,ok!!!
Adit Azka,5,dana cicil tidak bisa di gunakan kenapa
Jogo Tole,5,sangat nyaman dan bagus
Arianto Boncis,5,mantap emang aplikasi membantu
erda kurniati,4,"GK bisa isi saldo Maxim, jadi 4 bintang aja, KLO Maxim nya udh ada baru bisa kasih 5 bintang"
Dede Destian,5,bagus sih
Irwan Irwan,5,wow apk ini sangat bagus dan sangat memuwaskan karana di setiap traksasi lancar dan cepat
Arkan Ja,5,dana cicil.a GK jelas sudah melunasi tapi GK bisa di pake LG buat aph ad dana cicil
Santi Santi,5,bgus
Tresna Oke,2,bagus
alitten boemi,1,Lemot
Fatma Akmal,5,Alhamdulillah slama pake dana semua trangsaksi lancar tanpa kendala pokoknya terbaik
ajum Yati,5,nice
Yanuarius Hale,5,dana sangat membatu
Deny Redyawan,1,"Tidak Bisa Scan Barcore Di Menu Pembayaran Scan , Gambar Tidak Ada Digaleri padahal Sudah Di Download"
Anton Kusuma,1,Dana aplikasi ke masyarakat ya saya 3 kali karrena ke jadian hp hilang kartu hilang sedang kan dana saya masih saya pasword dan vertivikasi wajah di buat jls kenapa tidak bisa di buka di hp lain padahal akun pribadi kenapa di persulit
Pipinbm 69,5,Like you
Roy Taruna,1,kecewa banget sama fitur dana cicil nya gak bisa digunakan padahal sudah dibayar tagihan tolong dibantu supaya bisa pakai dana cicil saya dan tagihan sudah saya kasih bayar
Edi Ediyan,1,ada dana cicil nya egk pernah telat cuma egk jelas egk bisa di pakek
Wanto Tan,5,keren
zu tanjung,5,dana bisa kirim uang dan bisa ambil uang
Jaya Ponsel,5,aplikasi ni sangat membantu untuk penyiapan uang ya sangat membatu
RURIN SETIANA,5,bagus tapi kurang aman
Mono,4,kenapa kalau saya top up selalu gagal
Marsa Sa,5,mntapp
ARIPAN Aripan,5,coba² dulu.
Aliudin yahya Aliudin,5,terbaik dan cpet
Yaa Yan,5,mnaft
Dirga Zelo,5,bagai mana mengembalikan akun dana yg hilang di karnakan hp dan no hp nya hilang jadi tidak bisa mintak otp mohon bantuan nya?
Abizar Abi,5,"aplikasi ini bagus untuk di gunakan, transfer gratis"
Noah Sobri,1,halo min saya mau bertanya.mengenai login ke dana tanpa kode otp krn saya krtunya udh hilang.itu gimana.hrsnya kan cukup pin sama verifikasi wajah aja udh cukup.ini knpa hrs ada kode otp
Fiqyey Arfaaz,5,aplikasi sangat membatu
Ratih Kirana Sari,1,"saya benar² kecewa dengan aplikasi ini, aplikasinya mudah sekali di hack, saldo sy hilang 2x... sudah membuat laporan selama 3 hari tidak ada follow up, yang ada pertanyaan yang diulang²... giliran sudah dapat follow up, menunggu antrian, diminta kembali dilain hari, giliran menagih antrian untuk tindak lanjutnya apakah saldo bisa kembali, pertanyaannya diulang² terus,,customer service yang benar² tidak dapat membantu, sistem keamanannya benar² diragukan dan sangat mudah di retas.."
Abdul Kahar,5,dana memang terbaek di setiap kita mau bayar ke org selalu terbaek
Ruri Siti,1,tau tau duit ku ilang 20 rb aplikasi ajing
Mamasmu,1,"apk gk jelas, masa saldo kesedot sendiri tanpa konfirmasi"
Amanda Cute,5,sangat baik . gampang saat tranfer
Ibnu Rojangi,2,"sialan, mungkin cuma akun dana saya doang yang gada fitur dana cicilnya😅"
Arsi Ta,1,"kembalikan dana saya, nomor saya sudah benar saldo saya mana belum di transfer"
ferdi lian,1,di apk dana sya gda dana cicil
Mega mawarni,1,"nda jelas dana mau tf ke lain aja ribet betul harus upgrade "" nda jelas sdh di masukan data harus nunggu lagi mending ke apk sebelah aja dari pada dana ini"
Adventy Trihapsari,4,"bagus, tapi mau kirim uang halaman kirim ke teman gak bisa dibuka."
mega putri,1,"dana perampok...uang ga bisa di apa""in..sudah pengaduan data data sudah di krim yang di perlukan malah tetap ga bisa di pake....perampok berkedok aplikasi...tololl"
firman fir,5,Sagat bagus
Iyep Sandiana,5,bagus sangat
Renn,1,"barusan terjadi, mau transaksi dengan ojol food yang di mana harus cepat, malah saat mau scan qris terkena masalah jaringan. baik menggunakan wifi, data seluler di kedua hp, bahkan sudah diberi hotspot pun tidak tersambung internet saat membuka dana. anehnya membuka aplikasi lain bisa dan ada akses internet. hal tersebut sangat merugikan driver dan konsumen. dibenahi lagi lah jadi malas saya menggunakan aplikasi ini."
Naomi Gabriella Sebayang (Naomi),5,sangat membantu
Rian Julian,2,di dana aplikasiku ga ada dana cicil anehh
Topek Hidayat,5,sangat membantu bagus sekali
Kismanto,5,sanagat puas mudah
Gatot Try,1,Makin kesini makin lemot dan susah kirim UANG / Transaksi Qriss
Akhmad suardy#18,4,"sejauh ini okelah, cuma udah 2 bulan gabisa beli paket data hu"
Novi Ana,5,menyenangkan
Sate_Mengelo,1,"parah parah masuk dana jaringan gagal terus .. padahal sinyal bagus ,, kacaw sudah 3 hari gak bisa di buka , padahal mau ambil teranferan dari teman.. kalaw begini males pakai aplikasi ini"
Dimas Mas,1,"apa juga saya sdh tarik sebesar 10k ko di pesan sdh masuk tapi ditunainya belum masuk, tolong perbaik kin lagi cape cape saya cari uang baru baru uang tunai nya gak masuk juga."
Abdurahman Wahid,5,min... info dong akun sya yg d buat sekitaran bulan january/februari.. smpe saat ini kok fitur dana cicil gk bisa2 d gunakan ya.. apa krna masih baru??
Demianskysdemian Demian,3,lumayan lah
TITIK SETIANA,5,belum ada saldo maduk
Edy Satrio,5,sangat membantu
Fajar Siddiq,5,"overall bagus aplikasinya, semoga ke depannya terus ditingkatkan lagi & semakin baik pelayanannya"
EmiliatI Wa odhe,5,dana ok
Fir Man,3,apalah ini masa program Beta sudah penuh 😮‍💨😔
Iyan Syarif,2,"temen saya salah TF ke dana yang belum premium, dan saya ingin login ke akun dana tsb tetapi lupa pin nya,.. kartu masih aktif di saya tapi kalau saya klik lupa pin jawab nya selalu tunggu besok,... sudah 5 hari ini tolong dong yang bisa/ yang permah ngalamin kejadian yang sama soalnya saya butuh saldon"
Rahma rahma,5,sangat bagus
Muhammad Riyan,1,tolong hapus akun yang terhubung di dana merchant
zahra najia,3,g ada fitur dana cicil nya padahal tiap transaksi suka pake dana terus
Agil joko Praz,1,dana ribettttttt mau top aja jam pakai dibatasi bikin soal aja asw
Penjelajah Waktu.01,1,tolonglah dana kaget gw kenapa loading mulu halamannya ditunggu sejam pun gk keluar2 tampilan nya padahal yg lain normal aj😢
Iskandar,5,mantap
Nanda Ayut,5,Dana cicil
Oo P,5,tlong otomatis masuk dana nya masukin pun langsung masuk ya
ulpah Indriyani,5,mantap
Contra Dominic98,1,"DANA ini ngasih limit paylater mya pelit banget ya , sudah 4 bulan limit masih 200rb aja , padahal per bulan transaksi 10jt lebih masih aja ga naik naik , mending coba e-wallet sebelah aja dulu deh"
Safitri 86,3,"kenapa dana saya jika dibuka slalu ada perubahan data,sudah diklik perubahan data tp lama sekali proses nya,tidak selesai2 jadi males gunakan lagi,mohon dong diperbaiki"
HERMAN SUWARNO,5,sangat mudah
Lukni Trio,5,mantab
Priyono Aconk,5,mantap
Bang Fen,5,sopir
Mat Ijoe,5,ok
Muhamad Ilham hakiki,1,katanya keamanan terjamin saya sudah aktif kan paskey dan dana premium masih aja kecopetan bukan sekali tapi berkali kali saya tidak akan pakek dana lagi
Herman Ar,5,sangat cocok untuk ku
Bo Em,5,Hallo admin saya igin membuka akun dana saya nyng di tanggukan
Fandi Alfanext,5,mau transaksi apa jauh lebih mudah .. keren
novan hernanda,5,bagus tapi kok sya gak ada dana cicil ya
Andi Chairil Azhary Arwin,5,pokoknya DANA 100 persen mantap
Mirano,5,tolong aktifkan dana cicil
alvin surya,5,sangat membantu
Ajil 06,5,bagus
Ahmad NurYasin,5,ok
Andrew Gha,5,saya berulang kali kehilangan saldo saya tanpa adanya saya lakukan transaksi sama sekali dan tidak tau mau lapor kemana bahkan tidak ada untuk call center pengaduan yang pasti
Wahyu Slamet,4,baik
Abdul Fitri,5,mantul
Man Ramada,5,sngat bgus
Sakha Al Raafiansyah,5,kenapa akun saya ga ada dana cicil yahh
Hasan Basri,1,aplikasi ga ada otak
Ridwan Prasetyo,3,"tolong lah dana, kenapa fitur dana cicil saya ngak muncul , saya udahh lama memakai dana + sudah premium, udah dari tahun kemarin belum aktif, padahal saya sering transaksi memakai dana, ayoo lahhh kerja samanya"
vivih napasha,1,makin jelek ajah nih aplikasi .. pelayanan lama kirim ajah nunhgu 23 jam .. mending gopay dah pelayanannya cepet .. adminnya juga bukan robot .. aplikasi dana nyusain oramg ajah .. mending tutu nih aplikasi
Yogi Saputra,2,sudah hampir 3 tahun saya menggunakan dana tapi tidak pernah dapat fitur dana cicil
Tarjo Pos,1,jlk susah frekasih wajah..ribet
Dandi Aza,5,dana cicil gk biasa di gunakan sama ajah
romy samz,5,dana top
Bima Aji Saputra,1,knpa aku belom menerima uang pdahal sudah terkonfirmasi msuk uang yg di kirim ke aku
Dian Wahyu,5,aktifkan dana cicil
Zaenal Arifin23,5,bagus
Coek Coik,5,dana cicil nya ga muncul
Harahap Saja,5,aplikasi ini juga bagus
Dede Suherman,1,"sangat jelek jaringan terputus terus,dana eror"
Hendra m Nur,5,mantap
Riska Wati,5,bagus
Aiyub Maulana,5,bgus
Kuntibogel hitam,4,bagus
KMVariasi,5,sangat baik
Suardi Melawi,5,cepat prosesnya
Ramses Sanchez,5,ok
Sahrul Alfansa,5,gk ada dana cicil
Angga Pratama,5,kerja sawet
Misrawati Misrawati,1,bagus sekali
Maria Ulfa,5,bagus
Nur Lukman,5,aplikasi sangat muda dan cepat untuk transaksi
Arfan Aa,5,dana cici egak ada di saya
Syahril Saputra,5,semoga cepat terbuka dana cicilnya
Satria Ramadhan,5,terbaik
Suryo Potoyo,5,siiip
Febrianto Pamungkas,5,sangat Bagus
Kang Asmet,1,"sayah pengguna lama dana dan istri sayah baru menggunakan dana, kenapa apk dana sayah ga muncul pitur dana cicil, sedangkan punya istri sayah pengguna baru udh ada dana cicil nya padahal aktifitas selalu aktif transfer beli kuota tapi tetap ga ada muncul"
ardiiie duatiga,5,ok
Roida Sianipar,5,sangat memuaskan
Aldino Barcelona,5,Sangat baik Sangat baik
Asep Supriyadi,1,Aplikasi gila ga bisa masuk terus ga niat bikin apk
Jendry Kristian,4,baik
Mukhammad Nurfaizin,5,sangat membantu
Atut Retnosalmiadi,5,sanggar mudah👍👍👍
Suara Bahari,1,jangan pakai dana lagi dah puluhan juta pakai dana tapi dana cicil aja gaak bisa . buat apa mending pakai aplikasi lain
moh aleksultoni,5,sangat mudah
Ahmad Shaifuddin,5,sejauh ini si alhamdulillah aman
Na Yan,5,bagus sekali saya puas
ERG11 (Egi),4,"bisa kah akses dana tanpa internet? misal kayak kartu Axis bisa koneksi walaupun tidak ada Kouta. aku harap semua kartu operator lain bisa dapat akses aplikasi dana tanpa internet, biar aku bisa beli kouta/pulsa nanti kayak si Axis tu. soalnya kartu ku Smartfren jadi tidak bisa kayak si Axis tu.."
HENY SAPITRI,5,kenapa ya dana cicil saya tidak tersedia
Munani,1,"Saldo saya telah di tarik akun tiktok coin padahal saya tidak menyetujui transaksi,saya anggap ini ada lah pencurian di apk dana ini dan pihak dana tidak membantu dengan cepat"
Dirga Hayu,2,makin parah nih apk
david vitaks,5,aktifkan dana cicil
Timung Ockho,5,bagus
Rahmad Brons95,5,tidak bisa menggunakan Dana cicil
Regi Andika,1,"what what an ajggg yang lain ada dana cicil yg gua gaada padahal uda premium,gada tagihan apa apa,intens pake dana tpi ga muncul gilira tmn gua yg ga intens pake dana muncul dana cicil"
Ade Lukman,5,kenapa dana cicil saya ga bisa di gunain ya gagal terus min kenapa ya
Alan Pasaribu,5,"keren banget DANA😍, mempermudah proses kirim uang, gk Ribet lagi, smoga tetap terpercaya sampai kapanpun👍"
Incee Riswandi,5,dana sngat baik
andre andita,5,fiturnya terbaik
riiyann,1,"Aktifitas riwayat transfer dan terima cuman 1 tahun dan mutasi dana tidak lengkap tida ada nama penerima dana dan pengirim nya,sangat sulit saat dibutuhkan mohon perbaikan atau upgrade ke yg lebih baik"
Dedybaung Dedybakung,5,oke
Raarion Official,5,ini kenapa ya akun dana ku gak pernah ada saldonya 😢
Harno Pulsa,1,"Gmn cara mengatasi akun yg sedang LIMIT. Sy tidak bisa top up saldo dana lewat cara apapun, sdh chat tidak ada jawaban yg mendukung atau mengatasi permasalahan saya."
Hendrick Irawan,5,oke
Dwi Dobrak,5,semoga dana cicil saya bisa diaktifkan kembali ya
Andika Saputra,5,ganteng kali
Heri Mukti,5,lebih simple
Ujang Ganteng,5,mantap aflikasi tanpa ribet
arfan khan,1,"aplikasinya udah mulai burik, dikit dikit ngebak"
Kris Wanjaya,1,apk nya gak jelas saya isi dana tapi di konter Uda masuk tapi di akun dana aku belom masuk top up 200k itu gak masuk nyampek sekarang gak jelas apk itu redup aja lu
abdul rohman,5,cara aktipin dana cicil gimana
Sya,5,ok
Aldiansyah ramadhan,5,Mengirim uang tapi uang nya tidak masuk ke rekening bank
Juan Syahputradilgha,5,sangat puas
Ono Suriono,5,mantap
Mokhamad aminulloh Aminulloh,5,baik
Muhammad Yamin lubis,1,"udah lama tapi dana cicil gak muncul"""
bayu pratama,5,pkai aplikasi Dana prosesnya cpat
Uco Coh,5,ok
blitar lodoyo,5,aktif kan dana cicil ya
satria Rangga Sanjaya,5,keren
Muhammad Adnan,1,Saya mengalami pembelian tidak sah di smartpay sebesar Rp 150.000 tolong bantuannya
satriyadin 17,5,dana cicil gak ada e
Dede Rian,4,kenpa iya dana ccil sya ga bisa d pakai
ferdy vivo,1,apk ajg saldo gua tiba² cok dari 80 ribu jadi 1.2k gimana sih
Bambang,5,sangat professional cara kerja dana.semoga sukses
Lpg Dong,1,aku heran dana cicil ada limitnya tapi kenapa tidak bisa di pakai
Ayummi Darmawan,2,Tidak ada dana cicil
